index,songName,artist,moodID,spotifyID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
350,To Blossom Blue,Lake Of Tears,4,0kmwnmANn1ds5clFxVaiXJ,0.617,0.426,7,-10.099,1,0.0302,0.07,0.0444,0.0837,0.136,119.549
351,Twilight Innocence,Novembers Doom,4,5zHi8RJhWjpzhqvobwGuZM,0.587,0.396,9,-11.222,0,0.0295,0.739,0.000342,0.106,0.11,120
352,U-Turn (Lili),Aaron,4,7FFZNqn3N5TISP4DyqeIVC,0.623,0.547,0,-7.193,1,0.0251,0.395,0.000221,0.263,0.153,75.002
353,Undenied,Portishead,4,25G1w3E4OMrovtPE5F510g,0.241,0.281,0,-8.726,1,0.0416,0.45,6.82E-06,0.0937,0.0321,222.605
354,Unfold,The XX,4,39er5vmZ8JXatAKaLaplkl,0.259,0.25,2,-20.716,1,0.0518,0.829,0.242,0.112,0.0789,199.768
355,Untouchable,Taylor Swift,4,2IZ00ed83ygPIiacYScWUE,0.419,0.454,5,-6.809,1,0.0335,0.0583,3.78E-06,0.0974,0.288,200.017
356,Unwritten,Natasha Bedingfield,4,1D1nixOVWOxvNfWi0UD7VX,0.706,0.801,5,-6.333,1,0.0399,0.00577,0,0.0822,0.63,100.013
357,Vanilla Twilight,Owl City,4,0vCTQcxSGAgjHaiAsIANKn,0.582,0.529,11,-7.637,1,0.0248,0.00961,0.000554,0.113,0.567,166.134
358,What He Wrote,Laura Marling,4,2LgNyFGJvfJik5sNV37DKa,0.458,0.0987,9,-16.021,0,0.0376,0.948,0.00954,0.109,0.349,139.987
360,Whataya Want From Me,Adam Lambert,4,2rDwdvBma1O1eLzo29p2cr,0.44,0.683,11,-4.732,0,0.0489,0.00706,0,0.0593,0.445,185.948
361,When You'Re Gone,Avril Lavigne,4,54JKnDB3CzVu8wNAOM27BI,0.458,0.719,4,-3.921,0,0.0323,0.189,0,0.228,0.168,142.032
362,Where Are You Now,Britney Spears,4,4MOBPIIRUgHTBAp0NpgLTm,0.636,0.489,9,-8.098,1,0.0263,0.337,0,0.291,0.297,125.616
363,Whiskey Lullaby,"Alison Krauss,Brad Paisley",4,4G2npa34uNpY4IOnAhA02K,0.565,0.258,11,-12.929,0,0.032,0.442,0,0.142,0.173,73.969
364,Wild World,Mr. Big,4,2kj5f1eRhUFhW6K0qUwoD8,0.573,0.722,5,-6.518,1,0.0295,0.182,0,0.29,0.59,144.209
365,Wise Up,Aimee Mann,4,5hUWvHrxArc3IbbF2UIpjg,0.341,0.528,7,-9.341,1,0.0383,0.593,0.00774,0.77,0.134,140.26
366,With Him,Babyface,4,5mM4ayF1SYuTjU3ZYNYD5J,0.658,0.347,9,-4.53,1,0.0361,0.194,3.10E-05,0.0899,0.125,76.093
367,You Give Me Something,James Morrison,4,28euH5Ny1JXxZAt2KjWp62,0.559,0.671,7,-7.109,1,0.1,0.21,0,0.0869,0.577,79.493
368,You Know What,Craig David,4,5NnvHxkmeVf6PDKbx8Tm0s,0.759,0.631,10,-8.083,0,0.124,0.305,0,0.058,0.887,85.976
369,You Stole,Brand New,4,3E9It65dQyz5YfwhUndjoz,0.601,0.465,9,-5.553,0,0.0292,0.0868,0.463,0.057,0.137,100.004
371,Zombie,The Cranberries,4,2IZZqH4K02UIYg5EohpNHF,0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973
