index,songName,artist,moodID,spotifyID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
347,Eyepennies,Sparklehorse,4,2KN2jYc5w89X3odixWVp1I,0.517,0.165,4,-14.583,0,0.0409,0.696,0.437,0.124,0.0796,79.555
348,Fire Burning,Sean Kingston,4,2oENJa1T33GJ0w8dC167G4,0.839,0.804,1,-2.513,1,0.0329,0.0192,0,0.331,0.888,122.973
349,Flying,Anathema,4,5Osd2BWeCNtA6EMLY0Dsil,0.376,0.374,0,-8.276,0,0.0323,0.0162,0.000515,0.263,0.0451,141.738
350,Follow You Down To The Red Oak Tree,James Vincent McMorrow,4,3vREnaj980xmekyKl5rcxy,0.456,0.241,4,-13.462,0,0.0284,0.95,0.000825,0.104,0.233,103.013
351,Forever Young,Alphaville,4,4S1VYqwfkLit9mKVY3MXoo,0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822
352,Forget Her,Jeff Buckley,4,6UuVONmxXwTKN1ISepuAoQ,0.427,0.563,9,-5.251,0,0.0288,0.0987,9.64E-05,0.221,0.282,182.664
353,Forgotten Hopes,Anathema,4,3GIjRsFltHsLTdA83chFkb,0.5,0.556,4,-8.24,0,0.0309,0.099,0.0176,0.188,0.0577,137.896
354,Foundations,Kate Nash,4,1wi4ti9BYUbwoGJ1EBUVtv,0.573,0.916,0,-3.39,1,0.0616,0.0795,0,0.0784,0.871,84.476
355,God Is A Girl,Groove Coverage,4,244w7BpXC62Dc5dAtQryAv,0.528,0.884,0,-5.144,0,0.037,0.00128,0.000273,0.0952,0.254,145.033
356,Goodbye my lover,James blunt,4,6gxycjJNMgmAyfzUXBN80P,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567
357,Gravity,Sara Bareilles,4,4oa14QBfWRDfJy2agySy0L,0.27,0.275,0,-10.357,1,0.0356,0.834,0,0.146,0.232,168.653
358,Half Life,Imogen Heap,4,3LOpHuEpjkL4T1Zcjhko8w,0.674,0.126,1,-16.865,1,0.0375,0.958,2.26E-05,0.355,0.346,109.827
359,Hallelujah,Rufus Wainwright,4,2u6fRGcaBhpI4uNBHpGv0b,0.367,0.156,9,-10.052,0,0.0314,0.88,0,0.0972,0.44,73.138
360,Happily Never After,The Pussycat Dolls,4,0ElALDEYaW6NlvVwc1babg,0.528,0.716,8,-5.242,1,0.037,0.155,0,0.101,0.404,153.003
361,Happiness,The Fray,4,5dgJxyBNbmtKWaIXUaLnpn,0.32,0.279,1,-11.605,1,0.0322,0.481,0,0.111,0.151,147.918
362,Happy Xmas (War Is Over),The Moody Blues,4,4hO7VLQ1yHBoTVpNXpSgBL,0.438,0.494,0,-7.794,1,0.0246,0.0422,0,0.105,0.27,151.862
363,Haunted,Radical Face,4,4SnGTvXFlLBhkpyTPaopug,0.434,0.465,1,-10.713,1,0.0267,0.937,0.694,0.156,0.0341,80.018
364,Haunted,Taylor Swift,4,11UaQaEp2LvdspTyyuE3ur,0.436,0.95,5,-2.627,1,0.057,0.0826,1.08E-06,0.149,0.352,162.088
365,Heaven,Beyonce,4,0fYwfZcgijhIOyXn0RVPwq,0.342,0.188,6,-12.688,0,0.033,0.573,0.017,0.108,0.0388,102.601
366,Here Come The Tears,Judas Priest,4,7ceSYXIn7l4RDrVPFalYgv,0.253,0.516,4,-7.126,0,0.0358,0.0415,0.0213,0.327,0.133,142.955
367,Here Comes A Regular,The Replacements,4,5Yc1rQKy4uv4QJFJTPHEiu,0.453,0.319,6,-13.216,1,0.0313,0.326,0,0.134,0.142,131.82
368,Here Without You,3 Doors Down,4,3NLrRZoMF0Lx6zTlYqeIo4,0.557,0.533,10,-6.817,0,0.0252,0.0492,0,0.205,0.233,143.994
369,Hero,Mariah Carey,4,4FCb4CUbFCMNRkI6lYc1zI,0.501,0.378,4,-9.37,1,0.029,0.735,0,0.119,0.178,119.987
370,Holiday In Spain,Counting Crows,4,4ruWQbEKkM4Jx4OAzQ791o,0.667,0.493,2,-7.917,1,0.0292,0.55,0,0.141,0.252,125.641
371,Home,Michael Bubl??,4,4wLZ4zPM9c4oe1VV8ejdWV,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87E-05,0.112,0.349,127.631
372,Hope There'S Someone,Antony & The Johnsons,4,57KORKnC0OQM7HE7IN2FkZ,0.299,0.168,6,-10.383,1,0.0409,0.978,0.0106,0.162,0.101,138.573
373,How,regina spektor,4,5tOMyTi4U3TaX0T5FBbQyV,0.398,0.102,3,-11.375,1,0.0377,0.914,0.000225,0.104,0.17,183.959
374,How Could I,Marc Anthony,4,25f0HVYVimux4SWu9dcrTv,0.481,0.558,8,-5.96,0,0.0305,0.789,0,0.125,0.184,109.737
375,How To Fight  Loneliness,Wilco,4,1CsMuJeMzRqNgS7G0fo1Gv,0.692,0.378,11,-12.671,0,0.0308,0.596,0.11,0.134,0.4,123.658
376,Hurt,Christina Aguilera,4,6gDXbcILAyBa2skSdbUYq7,0.327,0.295,4,-6.907,0,0.0313,0.775,0,0.107,0.143,148.574
377,Hurt,Johnny Cash,4,28cnXtME493VX9NOw9cIUh,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379
379,I Knew I Loved You,Savage Garden,4,6nozDLxeL0TE4MS9GqYU1v,0.61,0.497,9,-9.88,1,0.0279,0.32,6.11E-05,0.0884,0.739,85.031
380,I M Still Breathing,Katy Perry,4,0O7yz12uINSU1mCrV82dgR,0.457,0.689,5,-5.408,1,0.0883,0.0679,0,0.114,0.669,179.783
381,I'M Ok,Christina Aguilera,4,44XFK2U7tW5JdQXjc4rA22,0.357,0.398,4,-5.241,0,0.0305,0.681,5.67E-06,0.33,0.233,126.588
382,If I Had a Boat,James Vincent McMorrow,4,7uXnX6faBJfhiUONgV8vzE,0.567,0.288,7,-10.821,1,0.0399,0.809,0.0152,0.132,0.195,108.022
383,If I Were A Boy,Beyonce,4,26NX1wPt1TRCH536yocd6i,0.632,0.518,6,-6.126,1,0.0313,0.107,0,0.354,0.427,90.007
384,If This Was a Movie,Taylor Swift,4,0vvt4IZOMkRug195S4MUq0,0.511,0.719,4,-3.457,1,0.0265,0.166,4.54E-06,0.34,0.289,147.852
385,In My Secret Life,Leonard Cohen,4,31TADh49q4s4jm6lGDeIrd,0.793,0.261,5,-13.882,1,0.0322,0.409,0.0025,0.0779,0.464,82.016
386,Innocent,Taylor Swift,4,3kfgJql90tzgoxByioAMXR,0.552,0.608,1,-5.29,0,0.0259,0.186,0,0.125,0.17,134.05
387,Invisible,Taylor Swift,4,5OOd01o2YS1QFwdpVLds3r,0.612,0.394,7,-5.723,1,0.0243,0.637,0,0.147,0.233,96.001
388,It Doesn't Have To Be Beautiful,Slow Club,4,48fzEB7xFqazOdgEWF5ZA6,0.571,0.778,3,-8.252,1,0.0651,0.0525,0,0.0868,0.703,136.021
389,It's All Okay,Julia Stone,4,7FjA1ngiMjWOMUnFSZEKjp,0.703,0.468,10,-12.58,0,0.0575,0.553,0.0679,0.0979,0.333,112.99
390,Jar Of Hearts,Christina Perri,4,0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541
391,Kiss Me,Tom Waits,4,7IrH6jsany8MklkMMQUxI1,0.272,0.436,4,-9.196,0,0.0523,0.849,1.69E-05,0.223,0.178,66.551
392,La Ballade Of Lady & Bird,Lady & Bird,4,5wcRDqvHCXMRB62PoXDixl,0.61,0.276,4,-10.66,0,0.0298,0.828,0.0444,0.102,0.282,99.743
393,Last Christmas,Taylor Swift,4,2IprIjGNRlj3TfqUWCAo0C,0.702,0.77,5,-5.319,1,0.0372,0.31,0,0.149,0.685,116.009
394,Last Goodbye,Ke$ha,4,2AivXfaIlKQIqz1nb0sLr7,0.563,0.874,11,-4.108,0,0.0455,0.0156,7.64E-05,0.0771,0.309,115.022
395,Last Kiss,Taylor Swift,4,1D27z8xNzjW0Mwwt1NCWhJ,0.371,0.341,10,-9.475,1,0.0319,0.57,3.09E-05,0.101,0.196,89.038
396,Let It Go,Demi Lovato,4,1A2PVHd6kWaMlaJVkMfXmz,0.505,0.624,7,-6.513,1,0.0371,0.0235,0,0.5,0.215,139.849
397,Letting Go,Jo De La Rosa,4,3wIM8dh05FB5L2YZf8xt02,0.633,0.724,4,-6.594,1,0.0373,0.58,0,0.102,0.247,109.965
398,Life Is Wonderful,Jason Mraz,4,4MW6iAySicumcMCbScZPCG,0.611,0.409,8,-9.286,0,0.0318,0.156,0,0.0496,0.394,97.944
399,Lost Without You,Delta Goodrem,4,13NQq5HBU7GF6E029nWGAj,0.585,0.757,7,-6.647,1,0.0294,0.0481,1.11E-06,0.223,0.506,146.306
